VTX, IDX, POSITION.x, POSITION.y, POSITION.z, POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w
2504, 500, -0.55078,  0.88916, -0.55078,  1.00,  0.6378, -0.44094,  0.6378,  0.00,  0.875,  0.71826,  0.5498,  0.64111,  0.52148,  0.56494,  0.70866,  0.00, -0.70866,  1.00
2505, 499, -0.49414,  0.88916, -0.60205,  1.00,  0.56693, -0.44094,  0.69291,  0.00,  0.89063,  0.71826,  0.53564,  0.64551,  0.51465,  0.56738,  0.77165,  0.00, -0.6378,  1.00
2506, 524, -0.45947,  0.98584, -0.56006,  1.00,  0.52756, -0.55118,  0.64567,  0.00,  0.89063,  0.77881,  0.53125,  0.62891,  0.51123,  0.55176,  0.77165,  0.00, -0.6378,  1.00
2507, 523, -0.51221,  0.98584, -0.51221,  1.00,  0.59055, -0.55118,  0.59055,  0.00,  0.875,  0.77881,  0.54395,  0.625,  0.5166,  0.55029,  0.70866,  0.00, -0.70866,  1.00
2508, 498, -0.43286,  0.88916, -0.64795,  1.00,  0.49606, -0.44094,  0.74803,  0.00,  0.90625,  0.71826,  0.52051,  0.64893,  0.50781,  0.56836,  0.83465,  0.00, -0.55906,  1.00
2509, 524, -0.45947,  0.98584, -0.56006,  1.00,  0.52756, -0.55118,  0.64567,  0.00,  0.89063,  0.77881,  0.53125,  0.62891,  0.51123,  0.55176,  0.77165,  0.00, -0.6378,  1.00
2510, 499, -0.49414,  0.88916, -0.60205,  1.00,  0.56693, -0.44094,  0.69291,  0.00,  0.89063,  0.71826,  0.53564,  0.64551,  0.51465,  0.56738,  0.77165,  0.00, -0.6378,  1.00
2511, 498, -0.43286,  0.88916, -0.64795,  1.00,  0.49606, -0.44094,  0.74803,  0.00,  0.90625,  0.71826,  0.52051,  0.64893,  0.50781,  0.56836,  0.83465,  0.00, -0.55906,  1.00
2512, 525, -0.40234,  0.98584, -0.60205,  1.00,  0.46457, -0.55118,  0.69291,  0.00,  0.90625,  0.77881,  0.51807,  0.63184,  0.50586,  0.55273,  0.83465,  0.00, -0.55906,  1.00
2513, 524, -0.45947,  0.98584, -0.56006,  1.00,  0.52756, -0.55118,  0.64567,  0.00,  0.89063,  0.77881,  0.53125,  0.62891,  0.51123,  0.55176,  0.77165,  0.00, -0.6378,  1.00
2514, 497, -0.36719,  0.88916, -0.68701,  1.00,  0.4252, -0.44094,  0.79528,  0.00,  0.92188,  0.71826,  0.50586,  0.65039,  0.50049,  0.56934,  0.88189,  0.00, -0.47244,  1.00
2515, 525, -0.40234,  0.98584, -0.60205,  1.00,  0.46457, -0.55118,  0.69291,  0.00,  0.90625,  0.77881,  0.51807,  0.63184,  0.50586,  0.55273,  0.83465,  0.00, -0.55906,  1.00
2516, 498, -0.43286,  0.88916, -0.64795,  1.00,  0.49606, -0.44094,  0.74803,  0.00,  0.90625,  0.71826,  0.52051,  0.64893,  0.50781,  0.56836,  0.83465,  0.00, -0.55906,  1.00
2517, 497, -0.36719,  0.88916, -0.68701,  1.00,  0.4252, -0.44094,  0.79528,  0.00,  0.92188,  0.71826,  0.50586,  0.65039,  0.50049,  0.56934,  0.88189,  0.00, -0.47244,  1.00
2518, 495, -0.34131,  0.98584, -0.63867,  1.00,  0.3937, -0.55118,  0.74016,  0.00,  0.92188,  0.77881,  0.50488,  0.6333,  0.50,  0.55322,  0.88189,  0.00, -0.47244,  1.00
2519, 525, -0.40234,  0.98584, -0.60205,  1.00,  0.46457, -0.55118,  0.69291,  0.00,  0.90625,  0.77881,  0.51807,  0.63184,  0.50586,  0.55273,  0.83465,  0.00, -0.55906,  1.00
2520, 526, -0.36816,  1.06836, -0.55078,  1.00,  0.4252, -0.65354,  0.62992,  0.00,  0.90625,  0.82422,  0.51563,  0.61377,  0.50391,  0.54053,  0.83465,  0.00, -0.55906,  1.00
2521, 524, -0.45947,  0.98584, -0.56006,  1.00,  0.52756, -0.55118,  0.64567,  0.00,  0.89063,  0.77881,  0.53125,  0.62891,  0.51123,  0.55176,  0.77165,  0.00, -0.6378,  1.00
2522, 525, -0.40234,  0.98584, -0.60205,  1.00,  0.46457, -0.55118,  0.69291,  0.00,  0.90625,  0.77881,  0.51807,  0.63184,  0.50586,  0.55273,  0.83465,  0.00, -0.55906,  1.00
2523, 495, -0.34131,  0.98584, -0.63867,  1.00,  0.3937, -0.55118,  0.74016,  0.00,  0.92188,  0.77881,  0.50488,  0.6333,  0.50,  0.55322,  0.88189,  0.00, -0.47244,  1.00
2524, 526, -0.36816,  1.06836, -0.55078,  1.00,  0.4252, -0.65354,  0.62992,  0.00,  0.90625,  0.82422,  0.51563,  0.61377,  0.50391,  0.54053,  0.83465,  0.00, -0.55906,  1.00
2525, 525, -0.40234,  0.98584, -0.60205,  1.00,  0.46457, -0.55118,  0.69291,  0.00,  0.90625,  0.77881,  0.51807,  0.63184,  0.50586,  0.55273,  0.83465,  0.00, -0.55906,  1.00
2526, 526, -0.36816,  1.06836, -0.55078,  1.00,  0.4252, -0.65354,  0.62992,  0.00,  0.90625,  0.82422,  0.51563,  0.61377,  0.50391,  0.54053,  0.83465,  0.00, -0.55906,  1.00
2527, 527, -0.42041,  1.06836, -0.51221,  1.00,  0.48031, -0.65354,  0.58268,  0.00,  0.89063,  0.82422,  0.52686,  0.61133,  0.5083,  0.53955,  0.77165,  0.00, -0.6378,  1.00
2528, 524, -0.45947,  0.98584, -0.56006,  1.00,  0.52756, -0.55118,  0.64567,  0.00,  0.89063,  0.77881,  0.53125,  0.62891,  0.51123,  0.55176,  0.77165,  0.00, -0.6378,  1.00
2529, 527, -0.42041,  1.06836, -0.51221,  1.00,  0.48031, -0.65354,  0.58268,  0.00,  0.89063,  0.82422,  0.52686,  0.61133,  0.5083,  0.53955,  0.77165,  0.00, -0.6378,  1.00
2530, 523, -0.51221,  0.98584, -0.51221,  1.00,  0.59055, -0.55118,  0.59055,  0.00,  0.875,  0.77881,  0.54395,  0.625,  0.5166,  0.55029,  0.70866,  0.00, -0.70866,  1.00
2531, 524, -0.45947,  0.98584, -0.56006,  1.00,  0.52756, -0.55118,  0.64567,  0.00,  0.89063,  0.77881,  0.53125,  0.62891,  0.51123,  0.55176,  0.77165,  0.00, -0.6378,  1.00
2532, 495, -0.34131,  0.98584, -0.63867,  1.00,  0.3937, -0.55118,  0.74016,  0.00,  0.92188,  0.77881,  0.50488,  0.6333,  0.50,  0.55322,  0.88189,  0.00, -0.47244,  1.00
2533, 496, -0.31226,  1.06836, -0.58447,  1.00,  0.35433, -0.65354,  0.66929,  0.00,  0.92188,  0.82422,  0.50391,  0.61475,  0.49951,  0.54053,  0.88189,  0.00, -0.47244,  1.00
2534, 526, -0.36816,  1.06836, -0.55078,  1.00,  0.4252, -0.65354,  0.62992,  0.00,  0.90625,  0.82422,  0.51563,  0.61377,  0.50391,  0.54053,  0.83465,  0.00, -0.55906,  1.00
2535, 528, -0.33032,  1.1377, -0.49414,  1.00,  0.37008, -0.74016,  0.55906,  0.00,  0.90625,  0.86084,  0.5127,  0.59521,  0.50244,  0.53027,  0.83465,  0.00, -0.55906,  1.00
2536, 526, -0.36816,  1.06836, -0.55078,  1.00,  0.4252, -0.65354,  0.62992,  0.00,  0.90625,  0.82422,  0.51563,  0.61377,  0.50391,  0.54053,  0.83465,  0.00, -0.55906,  1.00
2537, 496, -0.31226,  1.06836, -0.58447,  1.00,  0.35433, -0.65354,  0.66929,  0.00,  0.92188,  0.82422,  0.50391,  0.61475,  0.49951,  0.54053,  0.88189,  0.00, -0.47244,  1.00
2538, 528, -0.33032,  1.1377, -0.49414,  1.00,  0.37008, -0.74016,  0.55906,  0.00,  0.90625,  0.86084,  0.5127,  0.59521,  0.50244,  0.53027,  0.83465,  0.00, -0.55906,  1.00
2539, 527, -0.42041,  1.06836, -0.51221,  1.00,  0.48031, -0.65354,  0.58268,  0.00,  0.89063,  0.82422,  0.52686,  0.61133,  0.5083,  0.53955,  0.77165,  0.00, -0.6378,  1.00
2540, 526, -0.36816,  1.06836, -0.55078,  1.00,  0.4252, -0.65354,  0.62992,  0.00,  0.90625,  0.82422,  0.51563,  0.61377,  0.50391,  0.54053,  0.83465,  0.00, -0.55906,  1.00
2541, 528, -0.33032,  1.1377, -0.49414,  1.00,  0.37008, -0.74016,  0.55906,  0.00,  0.90625,  0.86084,  0.5127,  0.59521,  0.50244,  0.53027,  0.83465,  0.00, -0.55906,  1.00
2542, 496, -0.31226,  1.06836, -0.58447,  1.00,  0.35433, -0.65354,  0.66929,  0.00,  0.92188,  0.82422,  0.50391,  0.61475,  0.49951,  0.54053,  0.88189,  0.00, -0.47244,  1.00
2543, 529, -0.28027,  1.1377, -0.52441,  1.00,  0.31496, -0.74016,  0.59055,  0.00,  0.92188,  0.86084,  0.50293,  0.59619,  0.49927,  0.53027,  0.88189,  0.00, -0.47244,  1.00
2544, 494, -0.25342,  1.06836, -0.6123,  1.00,  0.29134, -0.65354,  0.70079,  0.00,  0.9375,  0.82422,  0.49243,  0.61475,  0.49536,  0.54053,  0.92126,  0.00, -0.38583,  1.00
2545, 529, -0.28027,  1.1377, -0.52441,  1.00,  0.31496, -0.74016,  0.59055,  0.00,  0.92188,  0.86084,  0.50293,  0.59619,  0.49927,  0.53027,  0.88189,  0.00, -0.47244,  1.00
2546, 496, -0.31226,  1.06836, -0.58447,  1.00,  0.35433, -0.65354,  0.66929,  0.00,  0.92188,  0.82422,  0.50391,  0.61475,  0.49951,  0.54053,  0.88189,  0.00, -0.47244,  1.00
2547, 494, -0.25342,  1.06836, -0.6123,  1.00,  0.29134, -0.65354,  0.70079,  0.00,  0.9375,  0.82422,  0.49243,  0.61475,  0.49536,  0.54053,  0.92126,  0.00, -0.38583,  1.00
2548, 530, -0.22742,  1.1377, -0.54932,  1.00,  0.25984, -0.74016,  0.62205,  0.00,  0.9375,  0.86084,  0.49316,  0.59619,  0.49585,  0.53027,  0.92126,  0.00, -0.38583,  1.00
2549, 529, -0.28027,  1.1377, -0.52441,  1.00,  0.31496, -0.74016,  0.59055,  0.00,  0.92188,  0.86084,  0.50293,  0.59619,  0.49927,  0.53027,  0.88189,  0.00, -0.47244,  1.00
2550, 238, -0.19226,  1.06836, -0.63379,  1.00,  0.22047, -0.65354,  0.72441,  0.00,  0.95313,  0.82422,  0.48071,  0.61377,  0.49097,  0.54004,  0.96063,  0.00, -0.29134,  1.00
2551, 530, -0.22742,  1.1377, -0.54932,  1.00,  0.25984, -0.74016,  0.62205,  0.00,  0.9375,  0.86084,  0.49316,  0.59619,  0.49585,  0.53027,  0.92126,  0.00, -0.38583,  1.00
2552, 494, -0.25342,  1.06836, -0.6123,  1.00,  0.29134, -0.65354,  0.70079,  0.00,  0.9375,  0.82422,  0.49243,  0.61475,  0.49536,  0.54053,  0.92126,  0.00, -0.38583,  1.00
2553, 238, -0.19226,  1.06836, -0.63379,  1.00,  0.22047, -0.65354,  0.72441,  0.00,  0.95313,  0.82422,  0.48071,  0.61377,  0.49097,  0.54004,  0.96063,  0.00, -0.29134,  1.00
2554, 237, -0.17249,  1.1377, -0.56885,  1.00,  0.19685, -0.74016,  0.6378,  0.00,  0.95313,  0.86084,  0.4834,  0.59521,  0.49268,  0.53027,  0.96063,  0.00, -0.29134,  1.00
2555, 530, -0.22742,  1.1377, -0.54932,  1.00,  0.25984, -0.74016,  0.62205,  0.00,  0.9375,  0.86084,  0.49316,  0.59619,  0.49585,  0.53027,  0.92126,  0.00, -0.38583,  1.00
2556, 235, -0.15112,  1.19629, -0.49805,  1.00,  0.16535, -0.82677,  0.54331,  0.00,  0.95313,  0.89307,  0.48633,  0.57666,  0.4939,  0.52197,  0.96063,  0.00, -0.29134,  1.00
2557, 530, -0.22742,  1.1377, -0.54932,  1.00,  0.25984, -0.74016,  0.62205,  0.00,  0.9375,  0.86084,  0.49316,  0.59619,  0.49585,  0.53027,  0.92126,  0.00, -0.38583,  1.00
2558, 237, -0.17249,  1.1377, -0.56885,  1.00,  0.19685, -0.74016,  0.6378,  0.00,  0.95313,  0.86084,  0.4834,  0.59521,  0.49268,  0.53027,  0.96063,  0.00, -0.29134,  1.00
2559, 235, -0.15112,  1.19629, -0.49805,  1.00,  0.16535, -0.82677,  0.54331,  0.00,  0.95313,  0.89307,  0.48633,  0.57666,  0.4939,  0.52197,  0.96063,  0.00, -0.29134,  1.00
2560, 531, -0.19922,  1.19629, -0.48096,  1.00,  0.22047, -0.82677,  0.52756,  0.00,  0.9375,  0.89307,  0.49414,  0.57764,  0.49634,  0.52197,  0.92126,  0.00, -0.38583,  1.00
2561, 530, -0.22742,  1.1377, -0.54932,  1.00,  0.25984, -0.74016,  0.62205,  0.00,  0.9375,  0.86084,  0.49316,  0.59619,  0.49585,  0.53027,  0.92126,  0.00, -0.38583,  1.00
2562, 531, -0.19922,  1.19629, -0.48096,  1.00,  0.22047, -0.82677,  0.52756,  0.00,  0.9375,  0.89307,  0.49414,  0.57764,  0.49634,  0.52197,  0.92126,  0.00, -0.38583,  1.00
2563, 529, -0.28027,  1.1377, -0.52441,  1.00,  0.31496, -0.74016,  0.59055,  0.00,  0.92188,  0.86084,  0.50293,  0.59619,  0.49927,  0.53027,  0.88189,  0.00, -0.47244,  1.00
2564, 530, -0.22742,  1.1377, -0.54932,  1.00,  0.25984, -0.74016,  0.62205,  0.00,  0.9375,  0.86084,  0.49316,  0.59619,  0.49585,  0.53027,  0.92126,  0.00, -0.38583,  1.00
2565, 532, -0.16907,  1.24316, -0.40796,  1.00,  0.17323, -0.88976,  0.4252,  0.00,  0.9375,  0.91992,  0.49487,  0.56006,  0.49683,  0.51563,  0.92126,  0.00, -0.38583,  1.00
2566, 531, -0.19922,  1.19629, -0.48096,  1.00,  0.22047, -0.82677,  0.52756,  0.00,  0.9375,  0.89307,  0.49414,  0.57764,  0.49634,  0.52197,  0.92126,  0.00, -0.38583,  1.00
2567, 235, -0.15112,  1.19629, -0.49805,  1.00,  0.16535, -0.82677,  0.54331,  0.00,  0.95313,  0.89307,  0.48633,  0.57666,  0.4939,  0.52197,  0.96063,  0.00, -0.29134,  1.00
2568, 532, -0.16907,  1.24316, -0.40796,  1.00,  0.17323, -0.88976,  0.4252,  0.00,  0.9375,  0.91992,  0.49487,  0.56006,  0.49683,  0.51563,  0.92126,  0.00, -0.38583,  1.00
2569, 235, -0.15112,  1.19629, -0.49805,  1.00,  0.16535, -0.82677,  0.54331,  0.00,  0.95313,  0.89307,  0.48633,  0.57666,  0.4939,  0.52197,  0.96063,  0.00, -0.29134,  1.00
2570, 234, -0.12817,  1.24316, -0.42261,  1.00,  0.13386, -0.88976,  0.44094,  0.00,  0.95313,  0.91992,  0.48877,  0.55908,  0.49487,  0.51514,  0.96063,  0.00, -0.29134,  1.00
2571, 533, -0.13721,  1.28125, -0.3313,  1.00,  0.14173, -0.92913,  0.34646,  0.00,  0.9375,  0.94238,  0.49561,  0.54395,  0.49707,  0.51074,  0.92126,  0.00, -0.38583,  1.00
2572, 532, -0.16907,  1.24316, -0.40796,  1.00,  0.17323, -0.88976,  0.4252,  0.00,  0.9375,  0.91992,  0.49487,  0.56006,  0.49683,  0.51563,  0.92126,  0.00, -0.38583,  1.00
2573, 234, -0.12817,  1.24316, -0.42261,  1.00,  0.13386, -0.88976,  0.44094,  0.00,  0.95313,  0.91992,  0.48877,  0.55908,  0.49487,  0.51514,  0.96063,  0.00, -0.29134,  1.00
2574, 533, -0.13721,  1.28125, -0.3313,  1.00,  0.14173, -0.92913,  0.34646,  0.00,  0.9375,  0.94238,  0.49561,  0.54395,  0.49707,  0.51074,  0.92126,  0.00, -0.38583,  1.00
2575, 234, -0.12817,  1.24316, -0.42261,  1.00,  0.13386, -0.88976,  0.44094,  0.00,  0.95313,  0.91992,  0.48877,  0.55908,  0.49487,  0.51514,  0.96063,  0.00, -0.29134,  1.00
2576, 534, -0.10406,  1.28125, -0.34302,  1.00,  0.11024, -0.92913,  0.35433,  0.00,  0.95313,  0.94238,  0.49121,  0.54346,  0.49561,  0.51025,  0.96063,  0.00, -0.29134,  1.00
2577, 232, -0.06995,  1.28125, -0.35156,  1.00,  0.07087, -0.92913,  0.3622,  0.00,  0.96875,  0.94238,  0.48657,  0.54248,  0.49438,  0.51025,  0.98425,  0.00, -0.19685,  1.00
2578, 534, -0.10406,  1.28125, -0.34302,  1.00,  0.11024, -0.92913,  0.35433,  0.00,  0.95313,  0.94238,  0.49121,  0.54346,  0.49561,  0.51025,  0.96063,  0.00, -0.29134,  1.00
2579, 234, -0.12817,  1.24316, -0.42261,  1.00,  0.13386, -0.88976,  0.44094,  0.00,  0.95313,  0.91992,  0.48877,  0.55908,  0.49487,  0.51514,  0.96063,  0.00, -0.29134,  1.00
2580, 230, -0.05307,  1.31152, -0.26685,  1.00,  0.05512, -0.96063,  0.28346,  0.00,  0.96875,  0.96045,  0.48999,  0.52881,  0.49536,  0.50635,  0.98425,  0.00, -0.19685,  1.00
2581, 534, -0.10406,  1.28125, -0.34302,  1.00,  0.11024, -0.92913,  0.35433,  0.00,  0.95313,  0.94238,  0.49121,  0.54346,  0.49561,  0.51025,  0.96063,  0.00, -0.29134,  1.00
2582, 232, -0.06995,  1.28125, -0.35156,  1.00,  0.07087, -0.92913,  0.3622,  0.00,  0.96875,  0.94238,  0.48657,  0.54248,  0.49438,  0.51025,  0.98425,  0.00, -0.19685,  1.00
2583, 230, -0.05307,  1.31152, -0.26685,  1.00,  0.05512, -0.96063,  0.28346,  0.00,  0.96875,  0.96045,  0.48999,  0.52881,  0.49536,  0.50635,  0.98425,  0.00, -0.19685,  1.00
2584, 535, -0.07898,  1.31152, -0.26025,  1.00,  0.08661, -0.96063,  0.27559,  0.00,  0.95313,  0.96045,  0.49316,  0.5293,  0.49634,  0.50635,  0.96063,  0.00, -0.29134,  1.00
2585, 534, -0.10406,  1.28125, -0.34302,  1.00,  0.11024, -0.92913,  0.35433,  0.00,  0.95313,  0.94238,  0.49121,  0.54346,  0.49561,  0.51025,  0.96063,  0.00, -0.29134,  1.00
2586, 230, -0.05307,  1.31152, -0.26685,  1.00,  0.05512, -0.96063,  0.28346,  0.00,  0.96875,  0.96045,  0.48999,  0.52881,  0.49536,  0.50635,  0.98425,  0.00, -0.19685,  1.00
2587, 536, -0.05307,  1.33398, -0.17493,  1.00,  0.05512, -0.97638,  0.19685,  0.00,  0.95313,  0.97705,  0.49487,  0.51709,  0.49683,  0.50293,  0.96063,  0.00, -0.29134,  1.00
2588, 535, -0.07898,  1.31152, -0.26025,  1.00,  0.08661, -0.96063,  0.27559,  0.00,  0.95313,  0.96045,  0.49316,  0.5293,  0.49634,  0.50635,  0.96063,  0.00, -0.29134,  1.00
2589, 230, -0.05307,  1.31152, -0.26685,  1.00,  0.05512, -0.96063,  0.28346,  0.00,  0.96875,  0.96045,  0.48999,  0.52881,  0.49536,  0.50635,  0.98425,  0.00, -0.19685,  1.00
2590, 231, -0.03564,  1.33398, -0.17932,  1.00,  0.03937, -0.97638,  0.19685,  0.00,  0.96875,  0.97705,  0.49292,  0.5166,  0.49634,  0.50244,  0.98425,  0.00, -0.19685,  1.00
2591, 536, -0.05307,  1.33398, -0.17493,  1.00,  0.05512, -0.97638,  0.19685,  0.00,  0.95313,  0.97705,  0.49487,  0.51709,  0.49683,  0.50293,  0.96063,  0.00, -0.29134,  1.00
2592, 537, -0.10406,  1.31152, -0.25122,  1.00,  0.11024, -0.96063,  0.26772,  0.00,  0.9375,  0.96045,  0.49634,  0.5293,  0.49731,  0.50635,  0.92126,  0.00, -0.38583,  1.00
2593, 533, -0.13721,  1.28125, -0.3313,  1.00,  0.14173, -0.92913,  0.34646,  0.00,  0.9375,  0.94238,  0.49561,  0.54395,  0.49707,  0.51074,  0.92126,  0.00, -0.38583,  1.00
2594, 534, -0.10406,  1.28125, -0.34302,  1.00,  0.11024, -0.92913,  0.35433,  0.00,  0.95313,  0.94238,  0.49121,  0.54346,  0.49561,  0.51025,  0.96063,  0.00, -0.29134,  1.00
2595, 537, -0.10406,  1.31152, -0.25122,  1.00,  0.11024, -0.96063,  0.26772,  0.00,  0.9375,  0.96045,  0.49634,  0.5293,  0.49731,  0.50635,  0.92126,  0.00, -0.38583,  1.00
2596, 534, -0.10406,  1.28125, -0.34302,  1.00,  0.11024, -0.92913,  0.35433,  0.00,  0.95313,  0.94238,  0.49121,  0.54346,  0.49561,  0.51025,  0.96063,  0.00, -0.29134,  1.00
2597, 535, -0.07898,  1.31152, -0.26025,  1.00,  0.08661, -0.96063,  0.27559,  0.00,  0.95313,  0.96045,  0.49316,  0.5293,  0.49634,  0.50635,  0.96063,  0.00, -0.29134,  1.00
2598, 536, -0.05307,  1.33398, -0.17493,  1.00,  0.05512, -0.97638,  0.19685,  0.00,  0.95313,  0.97705,  0.49487,  0.51709,  0.49683,  0.50293,  0.96063,  0.00, -0.29134,  1.00
2599, 537, -0.10406,  1.31152, -0.25122,  1.00,  0.11024, -0.96063,  0.26772,  0.00,  0.9375,  0.96045,  0.49634,  0.5293,  0.49731,  0.50635,  0.92126,  0.00, -0.38583,  1.00
2600, 535, -0.07898,  1.31152, -0.26025,  1.00,  0.08661, -0.96063,  0.27559,  0.00,  0.95313,  0.96045,  0.49316,  0.5293,  0.49634,  0.50635,  0.96063,  0.00, -0.29134,  1.00
2601, 536, -0.05307,  1.33398, -0.17493,  1.00,  0.05512, -0.97638,  0.19685,  0.00,  0.95313,  0.97705,  0.49487,  0.51709,  0.49683,  0.50293,  0.96063,  0.00, -0.29134,  1.00
2602, 538, -0.06995,  1.33398, -0.16882,  1.00,  0.07874, -0.97638,  0.18898,  0.00,  0.9375,  0.97705,  0.49683,  0.51709,  0.49756,  0.50293,  0.92126,  0.00, -0.38583,  1.00
2603, 537, -0.10406,  1.31152, -0.25122,  1.00,  0.11024, -0.96063,  0.26772,  0.00,  0.9375,  0.96045,  0.49634,  0.5293,  0.49731,  0.50635,  0.92126,  0.00, -0.38583,  1.00
2604, 539, -0.02721,  1.34766, -0.08972,  1.00,  0.01575, -0.99213,  0.11024,  0.00,  0.95313,  0.98975,  0.49634,  0.50635,  0.49731,  0.49976,  0.96063, -0.01575, -0.29134,  1.00
2605, 536, -0.05307,  1.33398, -0.17493,  1.00,  0.05512, -0.97638,  0.19685,  0.00,  0.95313,  0.97705,  0.49487,  0.51709,  0.49683,  0.50293,  0.96063,  0.00, -0.29134,  1.00
2606, 231, -0.03564,  1.33398, -0.17932,  1.00,  0.03937, -0.97638,  0.19685,  0.00,  0.96875,  0.97705,  0.49292,  0.5166,  0.49634,  0.50244,  0.98425,  0.00, -0.19685,  1.00
2607, 539, -0.02721,  1.34766, -0.08972,  1.00,  0.01575, -0.99213,  0.11024,  0.00,  0.95313,  0.98975,  0.49634,  0.50635,  0.49731,  0.49976,  0.96063, -0.01575, -0.29134,  1.00
2608, 538, -0.06995,  1.33398, -0.16882,  1.00,  0.07874, -0.97638,  0.18898,  0.00,  0.9375,  0.97705,  0.49683,  0.51709,  0.49756,  0.50293,  0.92126,  0.00, -0.38583,  1.00
2609, 536, -0.05307,  1.33398, -0.17493,  1.00,  0.05512, -0.97638,  0.19685,  0.00,  0.95313,  0.97705,  0.49487,  0.51709,  0.49683,  0.50293,  0.96063,  0.00, -0.29134,  1.00
2610, 539, -0.02721,  1.34766, -0.08972,  1.00,  0.01575, -0.99213,  0.11024,  0.00,  0.95313,  0.98975,  0.49634,  0.50635,  0.49731,  0.49976,  0.96063, -0.01575, -0.29134,  1.00
2611, 231, -0.03564,  1.33398, -0.17932,  1.00,  0.03937, -0.97638,  0.19685,  0.00,  0.96875,  0.97705,  0.49292,  0.5166,  0.49634,  0.50244,  0.98425,  0.00, -0.19685,  1.00
2612, 229, -0.0183,  1.34766, -0.09192,  1.00,  0.01575, -0.99213,  0.11024,  0.00,  0.96875,  0.98975,  0.49561,  0.50635,  0.49707,  0.49976,  0.98425, -0.00787, -0.19685,  1.00
2613, 540, -0.01489,  1.35059, -0.05945,  1.00,  0.00, -1.00,  0.06299,  0.00,  0.96094,  0.99365,  0.49658,  0.50293,  0.49731,  0.49878,  0.9685, -0.01575, -0.24409,  1.00
2614, 539, -0.02721,  1.34766, -0.08972,  1.00,  0.01575, -0.99213,  0.11024,  0.00,  0.95313,  0.98975,  0.49634,  0.50635,  0.49731,  0.49976,  0.96063, -0.01575, -0.29134,  1.00
2615, 229, -0.0183,  1.34766, -0.09192,  1.00,  0.01575, -0.99213,  0.11024,  0.00,  0.96875,  0.98975,  0.49561,  0.50635,  0.49707,  0.49976,  0.98425, -0.00787, -0.19685,  1.00
2616, 541, -0.01046,  1.35156, -0.05258,  1.00,  0.00, -1.00,  0.03937,  0.00,  0.96875,  0.99707,  0.49658,  0.50195,  0.49731,  0.49854,  0.98425, -0.00787, -0.19685,  1.00
2617, 540, -0.01489,  1.35059, -0.05945,  1.00,  0.00, -1.00,  0.06299,  0.00,  0.96094,  0.99365,  0.49658,  0.50293,  0.49731,  0.49878,  0.9685, -0.01575, -0.24409,  1.00
2618, 229, -0.0183,  1.34766, -0.09192,  1.00,  0.01575, -0.99213,  0.11024,  0.00,  0.96875,  0.98975,  0.49561,  0.50635,  0.49707,  0.49976,  0.98425, -0.00787, -0.19685,  1.00
2619, 541, -0.01046,  1.35156, -0.05258,  1.00,  0.00, -1.00,  0.03937,  0.00,  0.96875,  0.99707,  0.49658,  0.50195,  0.49731,  0.49854,  0.98425, -0.00787, -0.19685,  1.00
2620, 229, -0.0183,  1.34766, -0.09192,  1.00,  0.01575, -0.99213,  0.11024,  0.00,  0.96875,  0.98975,  0.49561,  0.50635,  0.49707,  0.49976,  0.98425, -0.00787, -0.19685,  1.00
2621, 228, -0.009,  1.35059, -0.06064,  1.00,  0.00, -1.00,  0.06299,  0.00,  0.97656,  0.99365,  0.49609,  0.50293,  0.49731,  0.49878,  0.99213, -0.00787, -0.14173,  1.00
2622, 226, -0.00526,  1.35156, -0.05338,  1.00,  0.00, -1.00,  0.03937,  0.00,  0.98438,  0.99707,  0.49609,  0.50195,  0.49731,  0.49854,  0.99213,  0.00, -0.09449,  1.00
2623, 541, -0.01046,  1.35156, -0.05258,  1.00,  0.00, -1.00,  0.03937,  0.00,  0.96875,  0.99707,  0.49658,  0.50195,  0.49731,  0.49854,  0.98425, -0.00787, -0.19685,  1.00
2624, 228, -0.009,  1.35059, -0.06064,  1.00,  0.00, -1.00,  0.06299,  0.00,  0.97656,  0.99365,  0.49609,  0.50293,  0.49731,  0.49878,  0.99213, -0.00787, -0.14173,  1.00
2625, 542,  8.34465E-7,  1.35449,  5.36442E-7,  1.00,  0.00, -1.00,  0.00,  0.00,  1.00,  1.00,  0.4978,  0.49707,  0.4978,  0.49707,  0.99213,  0.00, -0.09449,  1.00
2626, 541, -0.01046,  1.35156, -0.05258,  1.00,  0.00, -1.00,  0.03937,  0.00,  0.96875,  0.99707,  0.49658,  0.50195,  0.49731,  0.49854,  0.98425, -0.00787, -0.19685,  1.00
2627, 226, -0.00526,  1.35156, -0.05338,  1.00,  0.00, -1.00,  0.03937,  0.00,  0.98438,  0.99707,  0.49609,  0.50195,  0.49731,  0.49854,  0.99213,  0.00, -0.09449,  1.00
2628, 543, -0.01556,  1.35156, -0.05133,  1.00,  0.00, -1.00,  0.0315,  0.00,  0.95313,  0.99707,  0.49707,  0.50244,  0.49756,  0.49854,  0.96063, -0.00787, -0.29134,  1.00
